smiles	Hansch pi	Hammett sigma p
[R]c2ccc1CCC(=O)Nc1c2	1.021	0.059
[R]C(O)C(O)CO	-0.987	0.01
[R]C(=O)NC1CCC(C)CC1	1.289	0.355
[R]C(CCCC)C(O)=O	1.675	-0.022
[R]Nc1ccc(C(F)(F)F)cn1	1.761	-0.136
[R]c1ccc(OC)cc1F	1.864	-0.052
[R]C(=O)N(C)CC	-0.038	0.353
[R]CNC(=O)c1ccc(Cl)s1	1.51	0.136
[R]c2nc1cc(C)ccc1[nH]2	1.827	0.298
[R]SCC=C	1.071	-0.035
[R]c1cnc(OC)nc1	0.272	0.081
[R]CC(C)C(O)=O	0.883	-0.02
[R]NC(C(C)C)C(=O)OC	0.653	-0.528
[R]c1cccc(OCC(O)=O)c1	1.266	0.032
[R]c1ccc(S(=O)(=O)CC)cc1	1.465	0.166
[R]Nc1cc(OC)c(Cl)cc1Cl	2.275	-0.223
[R]C(C(C)CC)C(O)=O	1.609	-0.031
[R]c2csc(c1ccccc1)n2	2.687	0.087
[R]C=C(O)C(O)=O	-0.501	0.06
[R]c1ccc(O)c(C(O)=O)c1	1.391	0.056
[R]Cc1ccc(C(=O)NO)cc1	1.693	-0.017
[R]c1noc(C(F)(F)F)n1	1.441	0.385
[R]C(=O)C=C(O)C(O)=O	-0.027	0.374
[R]OCc1ccncc1	0.452	-0.19
[R]C1CCOCC1OC	0.111	-0.137
[R]C(=O)COc1ccc(C)cc1	2.509	0.567
[R]c1ccc(Cl)cc1OC	2.243	-0.071
[R]N1CCNC(=O)C1	-1.223	-0.467
[R]OS(C)(=O)=O	-0.344	0.279
[R]Nc1nncs1	0.639	-0.237
[R]Nc1ccc(C(N)=O)cc1	0.325	-0.277
[R]Nc1cccc2cnccc12	1.182	-0.292
[R]SCc1ccc(C)cc1	2.574	-0.041
[R]C(=O)C=Cc1ccc(O)c(O)c1	1.478	0.396
[R]C1SCC2NC(=O)NC12	-0.654	0.225
[R]C(=O)NC(C(C)C)C(=O)OC	0.356	0.399
[R]C1=CCCN(C)C1	0.38	-0.096
[R]C(CC(O)=O)NC(C)=O	-0.969	0.146
[R]C(=O)C(C)(C)CC	2.791	0.437
[R]CC(=O)Nc1ccc(Cl)cc1	1.505	-0.041
[R]c1cc(C)cc(N)n1	1.447	0.089
[R]NC(=O)NC(C)C	-0.18	-0.364
[R]Cc1nccs1	0.655	-0.033
[R]c2nc1ccc(OCC)cc1s2	2.493	0.26
[R]NC(=O)N(C)C	-0.69	-0.367
[R]S(=O)(=O)C(C)(C)C	0.219	0.56
[R]Cc1c(F)cccc1OC	2.261	-0.142
[R]C(=O)N(C)C1CCCCC1	1.205	0.35
[R]Sc1nnnn1c2ccccc2	2.11	0.121
[R]C(=O)NC1CCS(=O)(=O)C1	-1.35	0.472
[R]C(O)CNC(C)C	0.202	0.024
[R]C(=O)c1ccoc1C	-0.231	0.352
[R]NCc1ccc(C(F)(F)F)cc1	2.33	-0.544
[R]c2ccc(n1ccnc1)cc2	0.972	0.078
[R]C(=O)C(CC(O)=O)NC(C)=O	-0.62	0.57
[R]C(=O)NCc1ccc(F)c(F)c1	1.429	0.416
[R]NC(=O)c1cc(Cl)cc(Cl)c1	2.038	-0.21
[R]c2nc1cc(Cl)ccc1o2	2.056	0.445
[R]Oc1ccc(C)c(C)c1	2.603	-0.114
[R]c1ccc(N(=O)=O)cc1N(=O)=O	1.885	0.448
[R]C(=O)Nc1ccc(N(C)C)cc1	1.319	0.393
[R]NCc1cccc(I)c1	2.704	-0.58
[R]N(C)CCc1ccccn1	0.828	-0.65
[R]c1ccc(OC(C)C)c(Cl)c1	2.998	-0.03
[R]NC(=O)c1ccc(C#N)cc1	1.037	-0.216
[R]C(CO)C(O)=O	-0.516	0.051
[R]c2ccc(c1ccccn1)cc2	2.749	0.011
[R]Oc1ccccn1	1.055	-0.188
[R]CC(=O)NCc1ccc(F)cc1	1.222	-0.109
[R]C1CCOC1=O	0.033	0.095
[R]c2ccc(c1ccc(Cl)cc1)o2	2.892	0.151
[R]SC(F)(F)F	2.076	0.241
[R]N2CC(c1ccc(C#N)cc1)C2	1.662	-0.528
[R]c2ccc(c1cnn(C)c1)cc2	1.771	-0.06
[R]CC(=O)OC(C)(C)C	0.789	-0.041
[R]C(=O)c2sc1ccccc1c2Cl	2.905	0.451
[R]c1cc(O)cc(O)c1	1.409	0.06
[R]CCCCNC(C)C	1.618	-0.115
[R]C1CC1C(O)=O	0.313	-0.216
[R]Cc1ccc(C)o1	0.394	-0.049
[R]COc2ccc1ccccc1c2	2.819	0.037
[R]c1ccc(C=CC(=O)NO)cc1	1.829	0.078
[R]OC(C)COC	0.235	-0.28
[R]n1c(C)nc2cnccc12	0.01	0.266
[R]Nc1cnccn1	-0.434	-0.191
[R]P(=O)(OCC)OCC	0.536	0.304
[R]c1n[nH]c2ccccc12	1.47	0.135
[R]C(=O)c1ccsc1	0.587	0.407
[R]Sc2nc1ccccc1o2	1.97	0.076
[R]C(C)c1ccccn1	1.56	-0.058
[R]C2CCN(Cc1ccccc1)C2	2.126	-0.115
[R]NCC(N)Cc1ccccc1	0.979	-0.56
[R]OC(=O)c1cccs1	1.123	-0.071
[R]CCCCCc1ccccc1	3.959	-0.123
[R]NC(=O)C(N)CCCCN	-1.51	-0.258
[R]CCc1cccc(F)c1	2.91	-0.061
[R]C(=O)C1CCOCC1	0.771	0.491
[R]OC(F)(F)C(F)F	1.197	0.037
[R]c1ccccc1c2nnn[nH]2	1.608	-0.031
[R]C(=O)c1ccc[nH]1	-0.179	0.391
[R]NC(=O)Cc1ccc(OC)cc1	0.681	-0.304
[R]NC(=O)c2cc1ccccc1s2	1.874	-0.259
[R]SCC(=O)c1ccccc1	1.395	-0.001
[R]NC1CC2CCC1C2	1.088	-0.647
[R]C(=O)C=Cc1cccnc1	0.735	0.401
[R]c2ccc1cnccc1c2	1.668	0.07
[R]C(=O)OCC=C	0.764	0.504
[R]C=c1[nH]c(=O)[nH]c1=O	-1.141	0.318
[R]C(=O)C=CC(O)=O	0.998	0.648
[R]c2ccc(c1cccs1)cc2	3.133	0.002
[R]C(=O)Nc1cccc(Br)c1	1.847	0.491
[R]N=C=S	0.395	0.253
[R]OCCCO	-0.404	-0.232
[R]C(=O)C1CCS(=O)(=O)CC1	0.268	0.591
[R]C(=O)NCCCN(C)C	-0.596	0.364
[R]C(=O)NS(=O)(=O)c1ccccc1	0.724	0.568
[R]c2ccc1cccnc1c2O	1.782	-0.003
[R]CCCNC(N)=O	-0.386	-0.052
[R]C(=O)N(C(C)C)C(C)C	1.131	0.337
[R]N1CCC(NC)C1	-0.406	-0.68
[R]CCS	0.596	-0.016
[R]C=c1c(=O)[nH]c2ccccc12	1.164	0.204
[R]Cc1ccoc1	0.628	-0.117
[R]Nc1ccncn1	0.234	-0.174
[R]N(CCO)CCO	-0.854	-0.712
[R]C(=O)NC(CO)C(N)=O	-2.198	0.334
[R]NC(=O)C(CC(O)=O)NC(C)=O	-2.07	-0.226
[R]NCC(C)(C)O	-0.281	-0.623
[R]CCC1COC(N)=N1	0.574	-0.171
[R]C(C)CS	0.999	-0.025
[R]C(=O)NC1CCC1	0.166	0.377
[R]c2ccc1[nH]nc(C)c1c2	1.242	-0.077
[R]NCCc1cccs1	0.851	-0.614
[R]C(=O)c1ccc(F)cc1F	1.793	0.485
[R]C1CCCOC1	0.601	-0.049
[R]c1ccc(C(C)C)cc1Br	3.963	0.005
[R]OCC(O)CO	-0.829	-0.196
[R]NS(=O)(=O)c1cccc(Cl)c1	1.539	-0.11
[R]OC(=O)NC	-0.286	-0.125
[R]CC(=O)Nc1ccccc1F	1.127	-0.05
[R]OC(N)=O	-0.533	-0.098
[R]c2nc(c1ccc(F)cc1)cs2	2.826	0.216
[R]C(=O)Nc1cccc(CC)c1	1.918	0.442
[R]NC(=O)CC(C)(C)C	0.877	-0.286
[R]CN1CCN(CC)CC1	0.324	-0.098
[R]C1CCCN1C(C)=O	-0.12	-0.023
[R]NCCOc1ccccc1	1.286	-0.603
[R]CCCc1cccnc1	1.854	-0.093
[R]C(N)C(=O)N1CCC(F)C1	-1.12	0.105
[R]c2ccc(C(=O)NC1CC1)cc2	1.454	0.102
[R]n2sc1ccccc1c2=O	1.769	-0.09
[R]C=Cc1ccc(O)c(OC)c1	1.973	0.022
[R]n1ccc2cc(C#N)cnc12	0.958	0.01
[R]CC(O)CNC(=O)CO	-1.44	-0.047
[R]c1ccccc1N2CCOCC2	1.899	-0.11
[R]C=CC(=O)OC	0.556	0.285
[R]NC(=O)C(N)CCCN=C(N)N	-2.18	-0.272
[R]Cc1n[nH]c(=O)c2CCCNc12	0.076	-0.096
[R]OCC(O)CNC(=O)CO	-1.905	-0.18
[R]Nc1ccccc1N(=O)=O	1.445	-0.115
[R]C(=O)NCC(=O)OCC	-0.711	0.401
[R]c1n[nH]c(=O)c2CCCNc12	0.144	0.135
[R]CC(=O)NN	-0.986	-0.112
[R]C(=O)Nc1nncs1	0.202	0.559
[R]C(O)CNC(=O)CO	-1.691	0.102
[R]NC(=O)CCl	-0.32	-0.216
[R]C(=O)NCCCOCC	-0.397	0.374
[R]C(=O)C(C)CS	1.313	0.51
[R]NS(=O)(=O)N(C)C	-0.345	-0.174
[R]OC1CCN(C)CC1	-0.037	-0.275
[R]CNCC	0.161	-0.096
[R]CC1CCCCO1	1.08	-0.15
[R]NCC(=O)OC	-0.756	-0.509
[R]NC(=O)Cc1ccc(Cl)cc1	1.452	-0.266
[R]N=S(C)(C)=O	0.229	-0.607
[R]CCc1cccc(Cl)c1	3.288	-0.063
[R]C(=O)N(C)O	-0.141	0.291
[R]NC1CCOCC1OC	-0.644	-0.612
[R]c1cncc2ccccc12	1.668	0.075
[R]CN(C)S(=O)(=O)c1ccccc1	1.53	0.016
[R]Nc1ccnc(F)c1	0.776	-0.191
[R]C(=O)Nc1ccc(OC)c(Cl)c1	1.32	0.477
[R]Nc2nc1ccccc1o2	1.45	-0.25
[R]c1ccc(OCCN(C)C)cc1	1.704	-0.103
[R]CCc1ccc(C(F)(F)F)cc1	3.653	-0.036
[R]Cc1cccc(F)c1F	2.653	-0.06
[R]c1cccc(CCC)c1	3.237	-0.038
[R]CCCOC(C)C	1.44	-0.099
[R]c1cc(F)cc(Cl)c1	2.635	0.155
[R]CS(=O)(=O)c1ccccc1	1.215	0.195
[R]c1cc(Cl)ccc1C#N	2.531	0.204
[R]NCC#C	-0.056	-0.571
[R]NS(=O)(=O)N1CCOCC1	-0.687	-0.144
[R]C(=O)NC1CN2CCC1CC2	-0.334	0.38
[R]C(C)N(C)C	0.593	-0.085
[R]Oc1cccc2ccc(C)nc12	1.929	-0.072
[R]Oc2ccc1ccc(=O)oc1c2	1.107	0.06
[R]CSCc1ccccc1	2.255	0.003
[R]NC(CO)C(O)=O	-1.036	-0.533
[R]C(C)OC	0.449	-0.063
[R]n1c(C)ccc1C	0.246	0.105
[R]CBr	0.968	0.064
[R]Cc1ccc(NC(C)=O)cc1	1.223	-0.118
[R]c1cc(OC)ccc1F	1.864	0.043
[R]c2nc(c1ccc(Cl)cc1)cs2	3.205	0.217
[R]C(=O)c1csnn1	0.082	0.418
[R]c1cc(F)cc(C#N)c1	2.153	0.197
[R]CC(=O)NC1CC1	-0.298	-0.112
[R]C=Cc1ccc(C)cc1	2.977	-0.033
[R]NCCCCCCC(=O)NO	0.455	-0.637
[R]N1CCOC1=O	-0.217	-0.209
[R]C(=O)NCC(C)(C)C	1.093	0.355
[R]C(=O)NCCN	-1.417	0.378
[R]N1CCOCC1=O	-1.12	-0.278
[R]C(CC(O)=O)c1ccccc1C	2.335	-0.017
[R]C(CC(C)C)C(=O)NCC(N)=O	-0.332	-0.103
[R]c2ccc1onc(N)c1c2	1.164	0.024
[R]Nc1cc(F)cc(F)c1	1.77	-0.235
[R]C(=O)NCc1cccc(Cl)c1	1.668	0.39
[R]c1ccccc1c2nc(=O)o[nH]2	1.934	-0.011
[R]NCCC(F)(F)F	0.158	-0.517
[R]NC(=O)CN1CCOCC1	-1.387	-0.269
[R]C(=O)c1cccc(O)c1	1.23	0.483
[R]C(=O)Nc1cccc(N(=O)=O)c1	1.008	0.583
[R]c2ccc(c1cccnc1)cc2	2.35	0.027
[R]C(=O)c1cc(C)on1	-0.046	0.467
[R]C(CO)Cc1ccccc1	2.026	-0.02
[R]CC=CCCC(O)=O	1.249	-0.076
[R]c2nccc(c1cn(C)cn1)n2	0.189	0.155
[R]C#Cc1csc(C)n1	1.256	0.113
[R]c1ccc(Cl)c(C(O)=O)c1	2.194	0.103
[R]C(=O)C(CC)CC	2.522	0.443
[R]c1nn(C)c(=O)c2ccccc12	1.441	0.261
[R]C(=O)Nc1cccc2[nH]ncc12	0.149	0.473
[R]c1cccc(OC)c1F	1.864	0.016
[R]C(O)COc1ccccc1	1.444	0.117
[R]Nc1ccc(C)c(F)c1	2.098	-0.323
[R]NCCCN(CC)CC	0.387	-0.631
[R]C(C)=Cc1ccccc1	2.663	-0.036
[R]CSc2nc1ccccc1s2	2.892	0.1
[R]Cc2cc1ccccc1[nH]2	1.447	-0.033
[R]SCC(=O)Nc1ccccc1	0.936	0.022
[R]c1cc(C(F)(F)F)ccc1F	3	0.152
[R]C(C)(C)CCCCCC	3.902	-0.148
[R]Cc1ccc(C(C)C)cc1	3.568	-0.122
[R]CCSc1ccccc1	2.412	-0.006
[R]c2ccc(n1cnnn1)cc2	1.166	0.171
[R]COc1cccc2ccccc12	2.819	0.054
[R]c1ccn(=O)cc1	-0.407	0.277
[R]c1c(C)cc(N)nc1C	1.219	-0.09
[R]Cc1cc(OC)ccc1OC	1.868	-0.177
[R]c1c(Cl)cc(Cl)cc1Cl	3.531	0.149
[R]CCCN1CCC(C)CC1	1.88	-0.115
[R]c1ccc(C#N)cc1F	2.153	0.155
[R]NC(=O)C(N)Cc1c[nH]cn1	-2.27	-0.329
[R]C(=O)CNC(=O)c1ccccc1	1.375	0.581
[R]C(=O)CCN(C)C	0.587	0.467
[R]C(=O)C=Cc1ccc(O)cc1	1.762	0.378
[R]Sc1nc(C)cc(C)n1	0.9	-0.054
[R]Nc1nnc(S(N)(=O)=O)s1	-0.005	-0.063
[R]NS(=O)(=O)c1ccc(Cl)s1	1.68	-0.117
[R]c1ccsc1C(=O)OC	1.179	-0.022
[R]NCc1cccc2ccccc12	2.449	-0.614
[R]Nc1cccc(SC)c1	1.582	-0.362
[R]C(=O)NC(C)CO	-0.657	0.344
[R]c1cccc(C(F)(F)F)c1F	3	0.114
[R]c1ccc(O)c(CO)c1	1.158	-0.044
[R]S(=O)(=O)Cc1ccccc1	1.161	0.589
[R]NC(=O)c1ccccc1Br	1.793	-0.291
[R]c2ccc(C1CC1)cc2	2.667	-0.041
[R]c1c(F)cc(F)cc1F	2.396	0.151
[R]c1ccc(F)c(OC)c1	1.864	0.064
[R]NCc1cccc(C)c1	1.914	-0.631
[R]c2ccc1cn[nH]c1c2	1.071	0.048
[R]OCC1COCCO1	-0.45	-0.24
[R]C1(O)CCCCC1	1.079	-0.038
[R]c1c(OC)cc(OC)cc1OC	1.219	-0.232
[R]CC1CCC(N)CC1	1.163	-0.169
[R]NC(=O)C=CCN(C)C	-0.264	-0.321
[R]C(N)CC	0.292	-0.082
[R]NCC(F)F	-0.073	-0.509
[R]c1ccc(OC)c(Br)c1	2.517	-0.02
[R]c1c(C)ncnc1C	0.363	0.084
[R]Nc2cnc1ccccc1c2	1.581	-0.296
[R]c1ccnc(C)c1C	1.303	0.09
[R]c1ccc(OC)c(C(F)(F)F)c1	2.608	0.016
[R]n1nc(C)nc1C	0.294	0.19
[R]Nc1ccc(CC(O)=O)cc1	1.122	-0.368
[R]c1nnc[nH]1	-0.246	0.329
[R]CCOCCOC	0.123	-0.06
[R]c1ccnc(C(F)(F)F)c1	1.947	0.239
[R]C(CS)C(O)=O	0.07	0.075
[R]NCc1c(C)cc(N)nc1C	0.688	-0.647
[R]Cc1c(C)cc(N)nc1C	1.615	-0.155
[R]c2ccc1n(C)c(=O)oc1c2	0.636	0.078
[R]C=Cc2ccc1ccccc1n2	2.998	0.062
[R]C(CCSC)C(O)=O	0.456	0.026
[R]C(=O)OCCOC	-0.142	0.478
[R]C(=O)N1CCC(O)C1	-0.879	0.375
[R]N(C)CCC	0.843	-0.661
[R]C(=O)NC1CC1c2ccccc2	1.389	0.374
[R]c2ccc(N1CCCC1)cc2	2.567	-0.041
[R]c2sc1ccccc1c2Br	3.642	0.138
[R]NCC(O)CO	-1.145	-0.573
[R]N(C)CC(O)=O	-0.426	-0.533
[R]C(C)(C)F	0.852	0.056
[R]Oc1ccc(CCC(O)=O)cc1	1.696	-0.063
[R]C(C)C(C)(C)C	2.647	-0.144
[R]c2ccc(c1ccncc1)cc2	2.35	0.041
[R]C2(c1ccccc1)CC2	2.633	-0.065
[R]OCc1ccc(C(F)(F)F)cc1	2.646	-0.175
[R]C(=O)c1ccc(CC)cc1	2.378	0.445
[R]C(=S)N1CCOCC1	0.011	0.673
[R]C(CC(O)=O)C=O	-0.762	0.162
[R]NCCCCN1CCCC1	0.478	-0.634
[R]C(=O)NC(C(C)CC)C(N)=O	-0.145	0.355
[R]CNS(=O)(=O)c1ccccc1	1.169	0.086
[R]Cc1cn(C)c2ccccc12	1.929	-0.201
[R]c1cccc(OC)n1	1.511	0.143
[R]NC(C(C)CC)C(N)=O	0.153	-0.596
[R]CCP(O)(O)=O	0.187	-0.072
[R]c1ccc(Cl)c(OC)c1	2.243	0.081
[R]Oc1ccc(C(N)=N)cc1F	0.813	0.008
[R]C(=O)N1CCC2(CC1)OCCO2	0.334	0.358
[R]C=CC(=O)OCC	0.898	0.279
[R]N1CCC(F)CC1	0.189	-0.595
[R]C(C(C)CC)C(N)=O	0.745	-0.12
[R]c1cc(N(=O)=O)ccc1C	2.398	0.249
[R]N2C(=O)CC1(CCCC1)CC2=O	0.495	0.037
[R]c2nc1ccccc1c(=O)[nH]2	1.084	0.492
[R]NC(CC(O)=O)C=O	-1.282	-0.618
[R]N1CCN(CCC)CC1	0.644	-0.675
[R]Nc1nc(C)cc(C)n1	0.38	-0.391
[R]c1cnc(C#N)cn1	0.188	0.405
[R]C(CC)CO	0.809	-0.142
[R]CCCc1c[nH]c2ccccc12	2.475	-0.148
[R]CC(=O)c1ccc(C)cc1	1.914	-0.109
[R]c2ccc1CCCCc1c2	3.2	-0.057
[R]c1nccc2ccccc12	2.067	0.217
[R]Nc1cccc(C#C)c1	1.673	-0.36
[R]c1cc(C)c(=O)n(C)c1	0.721	-0.031
[R]C(=O)CNC	0.044	0.481
[R]c1occc1C	0.928	0.078
[R]C1CCC(N(C)C)CC1	1.536	-0.152
[R]C(=O)NC(CC(O)=O)C=O	-1.579	0.347
[R]c2ccc1occ(C)c1c2	1.93	-0.038
[R]c1cc(N(=O)=O)ccc1O	1.647	0.247
[R]OCC(=O)N1CCOCC1	-1.186	-0.155
[R]C(C(C)C)C(=O)NO	0.834	-0.074
[R]C(O)CC	0.639	-0.019
[R]c1ccc(C(F)(F)F)cc1F	3	0.168
[R]CCC1CC(O)CC(=O)O1	0.176	-0.074
[R]c1cnc(C(F)(F)F)cn1	1.035	0.421
[R]C(=O)Nc1ccc(C)cn1	0.909	0.418
[R]CNC(CO)C(C)C	0.66	-0.107
[R]C(=O)c2nc1CCN(C)Cc1s2	0.239	0.502
[R]Sc1nnc(C)s1	1.308	0.049
[R]N2Cc1ccccc1NC2=O	0.722	-0.311
[R]OCC(=O)OCC	-0.097	-0.129
[R]C(=O)Nc1nnc(S(N)(=O)=O)s1	-0.442	0.652
[R]c2nc1nc(C)cc(C)n1n2	0.647	0.252
[R]SCCCC	1.538	-0.046
[R]C1CCC(C(C)(C)C)CC1	3.662	-0.145
[R]Nc1cccc(C(=O)OCC)c1	1.564	-0.321
[R]CCc1ccccc1F	2.91	-0.082
[R]Oc1cc(C)cc(C)c1	2.603	-0.11
[R]CSc1ccc(Cl)cc1	2.678	0.103
[R]NC(=O)C=Cc1ccco1	0.017	-0.318
[R]C(O)CNC	-0.554	0.029
[R]C1=COCCO1	-0.652	0.016
[R]NC1CCN(C(=O)OCC)CC1	-0.082	-0.58
[R]C(=O)NC(CO)C(O)=O	-1.333	0.383
[R]Nc1cnn(C)c1	-0.4	-0.52
[R]C(=O)COc1ccc(OC)cc1	1.79	0.565
[R]Nc1cccc(C(N)=O)c1	0.325	-0.318
[R]NS(=O)(=O)c1ccccc1C	1.488	-0.175
[R]CSc1nnnn1C	0.751	0.189
[R]OC(C)CC	1.211	-0.288
[R]c1ccc(O)c(OCC)c1	1.783	0.024
[R]NCCCN1CCCC1=O	-0.852	-0.615
[R]N(C)CCc1ccccc1	2.06	-0.636
[R]C(=O)Nc1c(C)cccc1Cl	2.04	0.409
[R]Nc1ccccc1C(N)=O	0.325	-0.335
[R]C(C)C1CCCCC1	2.899	-0.137
[R]C(CCc1ccccc1)C(O)=O	2.496	-0.009
[R]c2ccc1C(=O)OCc1c2	1.438	0.192
[R]C(=O)Nc1ccc(F)c(F)c1	1.334	0.53
[R]c2ncc(c1ccccn1)o2	0.908	0.344
[R]C(=O)c1ccoc1	-0.231	0.431
[R]CC=C(C)CCC=C(C)C	3.321	-0.134
[R]c1ccnc(OC)c1	1.111	0.121
[R]OC(=O)Nc1ccccc1	1.396	-0.069
[R]S(=O)(=O)Nc1ccc(OC)cc1	0.912	0.602
[R]Nc1cccc(C(=O)OC)c1	1.221	-0.316
[R]C=Cc1cccs1	1.981	0.01
[R]NC(C)COC	-0.081	-0.655
[R]C(=O)Nc2ccc1CCCc1c2	1.882	0.437
[R]CC(=O)c1ccc(F)cc1	1.586	-0.071
[R]C(=O)NCCCCN1CCCC1	0.181	0.366
[R]c1ncc(Cl)cc1Cl	2.101	0.263
[R]OCC(C)(C)C(O)=O	0.938	-0.231
[R]C(CCC)C(O)=O	1.279	-0.022
[R]CC(=O)Nc1cccc(F)c1	1.127	-0.046
[R]NC(=O)Nc1ccccc1C	1.213	-0.296
[R]N2Cc1ccccc1C2=O	0.978	-0.063
[R]SCc1ccc(N(=O)=O)cc1	2.061	0.103
[R]C(=O)Nc1ccc(O)cc1	0.77	0.462
[R]Cc1cnn(C)c1	0.483	-0.15
[R]NC(=O)c1ccc(O)cc1	0.717	-0.28
[R]C(=O)c1cncc(Br)c1	0.994	0.579
[R]c1noc2ccccc12	1.648	0.352
[R]c1ccc(OC)cc1Cl	2.243	-0.039
[R]NC(=O)COc1ccccc1C	1.059	-0.232
[R]NC(C)(C)CO	-0.281	-0.637
[R]C(C)NC(=O)OC	0.275	0.121
[R]c1ccc(S(C)(=O)=O)cn1	0.21	0.345
[R]C(F)(F)C(F)(F)C(F)(F)F	2.845	0.515
[R]C2CCC1CCC(=O)N1C2	0.262	0.008
[R]NCCc1ccc(C)cc1	2.166	-0.634
[R]c1nc(C#N)c[nH]1	0.165	0.352
[R]CCC(=O)NO	-0.059	-0.028
[R]N1CCCCC1CC	1.635	-0.701
[R]CCc1ccccc1Cl	3.288	-0.09
[R]C=CC(O)CC(O)CC(O)=O	-0.237	0.026
[R]N2Cc1ccc(F)cc1C2	1.678	-0.546
[R]C#Cc1ccccn1	1.367	0.135
[R]C(=O)NC1CCOCC1	-0.795	0.386
[R]n1c(O)nc2ccccc12	1.664	0.192
[R]c1cc(O)ccc1O	1.409	0.01
[R]Cn1cccn1	0.179	0.057
[R]C(=O)C1CCN(C(C)=O)CC1	0.219	0.515
[R]CCc1cccc2ccccc12	3.772	-0.093
[R]C(C)=NO	1.196	0.217
[R]Cc1cccc(OC)c1OC	1.868	-0.133
[R]CC(O)c1ccc(O)c(CO)c1	1.037	-0.114
[R]NS(=O)(=O)c1ccc(Br)cc1	1.813	-0.109
[R]OCCOCC	0.165	-0.278
[R]C(=O)c1nc(C#N)c[nH]1	-0.298	0.532
[R]c1cc(Cl)c(O)cc1O	1.927	0.07
[R]NCCCC(O)=O	-0.355	-0.584
[R]C(O)c1ccc(O)c(CO)c1	0.785	-0.014
[R]CCCCN(C)C	1.224	-0.125
[R]Cc1csc2ccccc12	2.847	-0.095
[R]C(=O)NCCN1CCCCC1	0.074	0.369
[R]c1ccnc(C(=O)NC)c1	0.145	0.144
[R]c2ccc1nc[nH]c1c2	0.849	-0.001
[R]C(=O)C(N)C(C)C	1.044	0.494
[R]NN=Cc1ccncc1	0.658	-0.403
[R]CCCC(=O)OC	0.748	-0.087
[R]CCn1ccnc1	-0.191	0.07
[R]C(=O)C(N)CC(C)C	1.368	0.466
[R]C(C)F	0.774	0.06
[R]N1C(=O)OCc2ccccc12	1.372	0.076
[R]NC(=O)c1nc(C#N)c[nH]1	-0.811	-0.137
[R]C(=O)CN1CCN(C)CC1	0.207	0.477
[R]N(C)CC#C	0.306	-0.611
[R]c2ccc1ccc(Cl)cc1n2	2.984	0.233
[R]Cc1ccc(NC(N)=N)cc1	1.123	-0.166
[R]SCc1ccccc1F	2.246	-0.028
[R]C2=NS(=O)(=O)c1ccccc1N2	1.029	0.704
[R]NC(=O)COc1ccc(Cl)cc1	1.11	-0.209
[R]N1CCC(OC)CC1	-0.136	-0.637
[R]C=Cc2ccc1OCOc1c2	2.194	0.018
[R]CC(=O)NCc1cccs1	0.305	-0.117
[R]C(S)Cc1ccccc1	2.443	0.057
[R]CCOCCO	-0.155	-0.058
[R]C(=O)c1ccccc1OCC	1.604	0.339
[R]OCc1ccc(N(=O)=O)cc1	1.717	-0.112
[R]c2nc(c1ccccn1)cs2	1.774	0.185
[R]C1=CCC(C)(C)CC1	2.498	-0.109
[R]C(=O)c1cccc(C#N)c1	1.55	0.556
[R]C(=O)N2Cc1ccc(F)cc1C2	1.266	0.421
[R]COc1ccccc1OC	1.564	-0.004
[R]c1cccc2cc[nH]c12	1.286	-0.046
[R]c1c(F)c(F)cc(F)c1F	2.535	0.266
[R]c1cccc(F)n1	1.661	0.261
[R]c1ccnc(Cl)c1	1.554	0.192
[R]C1CCN(C(=O)OC(C)C)CC1	1.357	-0.066
[R]N1CC(O)C(O)C(O)C1CO	-1.636	-0.832
[R]S(=O)(=O)C1CC1	-0.219	0.568
[R]c1ccc(P(O)(O)=O)o1	0.416	0.272
[R]C(Cl)c1ccccc1	2.752	0.081
[R]c2ccc1nc(C)nc(O)c1c2	1.985	0.078
[R]c1ccc(C#N)nc1	1.101	0.228
[R]c2ccc1cc(F)ccc1c2	3.119	0.027
[R]C(=O)c1ccc(O)c(O)c1	0.946	0.5
[R]OCCN1CCN(C)CC1	-0.233	-0.297
[R]C(=O)c1ccc(C)s1	1.156	0.41
[R]c1ccc(N(=O)=O)cn1	1.018	0.464
[R]c1nnnn1Cc2ccccc2	1.947	0.492
[R]C(C)CCc1ccccc1	3.497	-0.117
[R]c1cc(C)nn1C	0.486	0.121
[R]c1ccc(N(=O)=O)c2nonc12	1.557	0.905
[R]NS(O)(=O)=O	-0.421	-0.131
[R]Nc1cccc2cccnc12	1.581	-0.345
[R]S(=O)(=O)Nc1ncccn1	-0.289	0.526
[R]Nc1ncc(C)s1	0.593	-0.378
[R]CN1CCC(C)CC1	1.232	-0.09
[R]CC1SC(=O)NC1=O	0.113	0.103
[R]n2nnc1ccccc1c2=O	0.933	0.067
[R]COS(N)(=O)=O	-0.488	0.157
[R]C1CCCc2c(OC)cccc12	2.811	-0.107
[R]C(=O)c1ccno1	-0.217	0.565
[R]C1CC1C	1.314	-0.118
[R]NC1=NCCS1	0.297	-0.337
[R]C(Cc1ccccc1)C(=O)NC	1.482	-0.114
[R]C(=O)Nc1ccc(C)c(F)c1	1.661	0.485
[R]NC(CCSC)C(O)=O	-0.263	-0.495
[R]c1nnco1	-0.069	0.451
[R]C(=O)CCCC(O)=O	0.727	0.502
